Site ID,Facility Type,Facility Subtype,Facility ID,Oval Track Lanes,Oval Track Length,Sprint Straight Length,Straight Track Lanes,Track Lanes,Track Length,Artificial Sports Lighting,Discuss Throw Facility,Hammer Throw Facility,High Jump Facility,Indoor Throw Net for Javelin,Indoor Throws Training - Cage,Infield Surface Type,Javelin Throw Facility,Long Jump Facility,Pole Vault Facility,Shot Put Facility,Steeplechase Water Jump,Track Surface Type,Triple Jump Facility,SpectatorAccom: Capacity Estimate,SpectatorAccom: Checked,SpectatorAccom: Shared Flag,SpectatorAccom: Designated Accessible,SpectatorAccom: Designated Accessible Covered,SpectatorAccom: Designated Accessible Uncovered,SpectatorAccom: Seating,SpectatorAccom: Seating Covered,SpectatorAccom: Seating Uncovered,SpectatorAccom: Standing,SpectatorAccom: Standing Covered,SpectatorAccom: Standing Uncovered,SpectatorAccom: Total Capacity,Operational Status,Operational Status Notes,Operator Name,Date Opened,Expected Opening Date,Accessibility Type (Text),Accessibility Type Group (Text),Management Type (Text),Management Type Group (Text),Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Changing Place Toilets,Disability Notes,Year Built,Year Built Estimated?,Is Refurbished?,Year Refurbished,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Timing Type,Seasonality Type,Start Month,End Month,Closed Date,Closure Reason,Last Updated Date,Meets Active Places Criteria,Easting,Northing,Latitude,Longitude,OBJECTID,Created Date,x,y
1007728,Athletics,Standard Oval Outdoor,2009380,6,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,1980,No,Yes,2016,Yes,Yes,2021,Detailed Timings,All Year,,,,,9/9/2024 7:10:08 AM,Yes,535394,178837,51.49228,-0.05110432,111,,535394,178837
1007809,Athletics,Standard Oval Outdoor,2009381,8,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,Yes,No,,0,0,,274,0,,0,0,274,Operational,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,2000,No,No,,Yes,Yes,2014,Detailed Timings,All Year,,,,,11/27/2024 9:48:03 AM,Yes,528456,177407,51.48104,-0.1515021,112,,528456,177407
1007975,Athletics,Standard Oval Outdoor,2009382,8,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,Yes,No,,1,0,,1250,0,,0,0,1251,Operational,,Chelmsford City Council,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,1999,No,Yes,2006,Yes,No,,Detailed Timings,All Year,,,,,3/6/2024 10:18:02 AM,Yes,569232,208854,51.75282,0.450369,113,,569232,208854
1008029,Athletics,Standard Oval Outdoor,2009384,8,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,Yes,Yes,No,,1,0,,806,0,,0,0,807,Operational,,Freedom Leisure,,,Registered Membership use,Public Access,Trust,Trust,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Lift access, disability accessible ramps to track and gym in event of lift not working, disability accessible ramp to Colin Jackson Suite, x3 disability accessible changing rooms/toilets",1997,No,Yes,2023,Yes,No,,Detailed Timings,All Year,,,,,10/9/2023 2:10:19 PM,Yes,602928,143646,51.15608,0.9005492,114,,602928,143646
1008054,Athletics,Standard Oval Outdoor,2009386,6,400,100,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,Trust,Trust,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,1978,No,Yes,2014,Yes,Yes,2013,Detailed Timings,All Year,,,,,1/3/2024 10:49:13 AM,Yes,385563,438504,53.84259,-2.220895,115,,385563,438504
1008172,Athletics,Standard Oval Outdoor,2009387,6,400,100,8,,,Yes,No,No,No,,,Grass,Yes,Yes,Yes,No,No,Synthetic,Yes,No,Yes,No,,0,0,,312,0,,0,0,312,Operational,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Finding/Reaching Entrance: Ramps,1953,No,Yes,2011,Yes,Yes,2006,Detailed Timings,All Year,,,,,2/29/2024 9:52:15 AM,Yes,524821,172563,51.43832,-0.2055275,116,,524821,172563
1008269,Athletics,Standard Oval Outdoor,2009388,6,0,0,0,,,Yes,No,No,No,,,Grass,No,No,No,No,No,Synthetic,No,No,No,No,,0,0,,0,0,,0,0,0,Closed,,,,,Pay and Play,Public Access,Not Known,Not Known,No,No,No,No,No,No,No,No,No,No,Not Known,,1997,No,No,,Yes,Yes,2014,Not Known,All Year,,,4/1/2014 12:00:00 AM,Unclassified,3/6/2024 2:27:25 PM,No,342613,407115,53.55753,-2.867754,117,,342613,407115
1008741,Athletics,Standard Oval Outdoor,2009389,8,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,Yes,Yes,No,,0,0,,400,0,,0,0,400,Operational,,,,,Pay and Play,Public Access,Trust,Trust,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,1958,No,Yes,2004,Yes,Yes,2013,Detailed Timings,All Year,,,,,11/17/2023 11:02:24 AM,Yes,528622,408242,53.55508,-0.05985915,118,,528622,408242
1009522,Athletics,Standard Oval Outdoor,2009390,8,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,Trust,Trust,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,1999,No,No,,Yes,Yes,2007,Detailed Timings,All Year,,,,,5/22/2024 10:38:45 AM,Yes,389940,405243,53.54375,-2.153267,119,,389940,405243
1010116,Athletics,Standard Oval Outdoor,2009391,8,0,0,0,,,No,No,No,No,,,Grass,No,No,No,No,No,Cinder,No,No,No,No,,0,0,,0,0,,0,0,0,Closed,,,,,Sports Club / Community Association,Public Access,Not Known,Not Known,No,No,No,No,No,No,No,No,No,No,Not Known,,1975,No,Yes,2006,Yes,No,,Not Known,All Year,,,1/1/2010 12:00:00 AM,Unclassified,10/26/2023 9:35:05 AM,No,435441,370671,53.23192,-1.470521,120,,435441,370671
1010216,Athletics,Standard Oval Outdoor,2009392,6,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,No,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,GLL,,,Registered Membership use,Public Access,Trust,Trust,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,,1997,No,Yes,2010,Yes,Yes,2007,Detailed Timings,All Year,,,,,2/15/2024 11:14:22 AM,Yes,537536,174218,51.45025,-0.02206633,121,,537536,174218
1011281,Athletics,Standard Oval Outdoor,2009394,8,400,130,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,No,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,,1987,No,Yes,1995,Yes,Yes,2006,Detailed Timings,All Year,,,,,3/4/2024 6:03:48 PM,Yes,381121,390039,53.40685,-2.285442,122,,381121,390039
1011282,Athletics,Standard Oval Outdoor,2009395,8,400,100,8,,,Yes,No,No,No,,,Grass,Yes,No,Yes,No,No,Synthetic,No,No,Yes,No,,1,0,,120,0,,0,0,121,Operational,,,,,Sports Club / Community Association,Public Access,Community Organisation,Others,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"4 disabled toilets, disabled parking, all areas are disabled access friendly ",1997,No,Yes,2019,Yes,Yes,2000,Detailed Timings,All Year,,,,,6/5/2024 10:59:45 AM,Yes,370659,183900,51.55322,-2.424577,123,,370659,183900
1011283,Athletics,Standard Oval Outdoor,2009396,8,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,Yes,No,,0,0,,90,0,,0,0,90,Operational,Not always managed- detailed times. ,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Parking: 8 disabled parking bays,1972,No,Yes,2013,Yes,Yes,2004,Detailed Timings,All Year,,,,,2/5/2024 11:31:09 AM,Yes,355185,117123,50.95178,-2.639363,124,,355185,117123
1011284,Athletics,Standard Oval Outdoor,2009397,6,400,110,8,,,Yes,No,No,No,,,Grass,Yes,Yes,Yes,No,No,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,Inspired Facilities funded new build in 2016 offering fully inclusive Clubhouse facilities. ,,11/5/2016 12:00:00 AM,,Sports Club / Community Association,Public Access,Sport Club,Others,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"The Clubhouse was replaced in November 2016 with a fully inclusive 7 bay modular structure, offering fantastic facilities for users from every background. ",1970,No,Yes,2016,Yes,Yes,2016,Detailed Timings,All Year,,,,,8/13/2024 8:43:54 AM,Yes,391394,390224,53.40878,-2.13092,125,,391394,390224
1011285,Athletics,Standard Oval Outdoor,2009398,8,400,110,10,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,Yes,No,,1,0,,350,0,,0,0,351,Operational,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,,1987,No,Yes,2013,Yes,Yes,2023,Detailed Timings,All Year,,,,,6/3/2024 10:33:42 AM,Yes,437897,388216,53.38945,-1.431641,126,,437897,388216
1011288,Athletics,Standard Oval Outdoor,2009401,6,400,100,8,,,Yes,No,No,No,,,Grass,Yes,Yes,Yes,No,No,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,1980,No,Yes,2005,Yes,Yes,2012,Detailed Timings,All Year,,,,,11/5/2024 12:22:21 PM,Yes,366139,427129,53.73946,-2.514823,127,,366139,427129
1011289,Athletics,Standard Oval Outdoor,2009402,6,0,0,0,,,Yes,No,No,No,,,Grass,No,No,No,No,No,Synthetic,No,No,No,No,,0,0,,0,0,,0,0,0,Closed,,,,,Pay and Play,Public Access,Sport Club,Others,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,1965,No,Yes,2002,Yes,Yes,2007,Detailed Timings,All Year,,,3/16/2020 12:00:00 AM,Strategic Review - facility/site to be replaced at another site,2/7/2022 2:59:29 PM,No,502380,160621,51.33548,-0.5317036,128,,502380,160621
1002138,Athletics,Standard Oval Outdoor,2009403,6,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,Yes,No,,0,0,,412,0,,0,0,412,Operational,,1Life,,,Pay and Play,Public Access,Commercial Management,Commercial,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,2006,No,No,,Yes,No,,Detailed Timings,All Year,,,,,6/18/2024 11:19:25 AM,Yes,522786,183843,51.54014,-0.2308759,129,,522786,183843
1011292,Athletics,Standard Oval Outdoor,2009405,6,400,130,6,,,Yes,Yes,Yes,No,,,Grass,Yes,Yes,Yes,Yes,No,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,Trust,Trust,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,1974,No,Yes,2004,Yes,Yes,2004,Detailed Timings,All Year,,,,,11/2/2023 12:50:35 PM,Yes,375074,431858,53.78246,-2.379757,130,,375074,431858
6011086,Athletics,Standard Oval Outdoor,2009407,7,0,0,0,,,No,No,No,No,,,Grass,No,No,No,No,No,Cinder,No,No,No,No,,0,0,,0,0,,0,0,0,Closed,,,,,Free Public Access,Public Access,Local Authority (in house),Local Authority,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Not Known,,1964,No,Yes,2001,Yes,Yes,2001,Dawn To Dusk,All Year,,,3/20/2017 12:00:00 AM,Unrepairable - vandalism damage,3/9/2024 10:01:49 AM,No,367035,78764,50.60765,-2.467207,131,,367035,78764
30009883,Athletics,Standard Oval Outdoor,2009410,8,400,110,10,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,Yes,No,,0,0,,480,0,,0,0,480,Operational,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,"Parking: 13 bays, Activity Areas: Hoist available in family changing room and poolside. 90% of fitness equipment is IFI standard",1987,No,Yes,2015,Yes,No,,Detailed Timings,All Year,,,,,1/12/2024 3:35:52 PM,Yes,338581,389183,53.3959,-2.925114,132,,338581,389183
1011298,Athletics,Standard Oval Outdoor,2009411,6,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,Yes,No,,0,0,,500,0,,3100,0,3600,Operational,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,,1990,No,Yes,2012,Yes,Yes,2001,Dawn To Dusk,All Year,,,,,4/17/2024 1:19:16 PM,Yes,653022,308148,52.61214,1.736017,133,,653022,308148
1011299,Athletics,Standard Oval Outdoor,2009412,4,400,110,6,,,Yes,No,No,No,,,Grass,No,No,No,No,No,Synthetic,No,No,Yes,No,,0,0,,200,0,,0,0,200,Operational,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,1970,No,Yes,2003,Yes,Yes,2000,Detailed Timings,All Year,,,,,1/18/2024 1:00:19 PM,Yes,473973,423540,53.70308,-0.8809474,134,,473973,423540
1011302,Athletics,Standard Oval Outdoor,2009415,6,0,0,0,,,No,No,No,No,,,Grass,No,No,No,No,No,Synthetic,No,No,No,No,,0,0,,0,0,,0,0,0,Closed,,,,,Private Use,Private,Not Known,Not Known,No,No,No,No,No,No,No,No,No,No,Not Known,,1984,No,Yes,2006,Yes,Yes,2008,Not Known,All Year,,,1/1/1990 12:00:00 AM,Unclassified,11/13/2023 12:17:20 PM,No,433989,572614,55.04688,-1.469602,135,,433989,572614
30010637,Athletics,Standard Oval Outdoor,2009416,8,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,Yes,No,,0,0,,250,0,,0,0,250,Operational,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,,1985,No,Yes,2016,Yes,Yes,1998,Detailed Timings,All Year,,,,,2/28/2024 10:32:54 AM,Yes,361883,387866,53.38628,-2.57454,136,,361883,387866
1011309,Athletics,Standard Oval Outdoor,2009422,6,0,0,0,,,No,No,No,No,,,Grass,No,No,No,No,No,Cinder,No,No,No,No,,0,0,,0,0,,0,0,0,Closed,,,,,Free Public Access,Public Access,Not Known,Not Known,No,No,No,No,No,No,No,No,No,No,Not Known,,1975,No,No,,Yes,No,,Dawn To Dusk,All Year,,,7/1/2011 12:00:00 AM,Unclassified,2/13/2024 10:49:21 AM,No,431086,580592,55.11876,-1.514164,137,,431086,580592
1008486,Athletics,Standard Oval Outdoor,2009439,6,400,110,6,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,Private Contractor (PPP/PFI),Others,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,2003,No,No,,Yes,No,,Detailed Timings,All Year,,,,,8/1/2024 2:53:45 PM,Yes,439565,365144,53.18195,-1.409426,138,,439565,365144
1011329,Athletics,Standard Oval Outdoor,2009442,6,400,110,7,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,Yes,Yes,No,,1,0,,500,0,,0,0,501,Operational,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Parking: Designated bays, Finding/Reaching Entrance: Ramps, Reception Area: Lift",1963,No,Yes,2007,Yes,Yes,2000,Detailed Timings,All Year,,,,,2/29/2024 3:52:51 PM,Yes,380859,394431,53.44631,-2.289656,139,,380859,394431
1011332,Athletics,Standard Oval Outdoor,2009445,7,400,100,7,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,No,Yes,No,Cinder,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,Also a 6 lane sprint track on site. ,,,,Pay and Play,Public Access,Sport Club,Others,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,,1967,No,Yes,2005,Yes,Yes,2001,Detailed Timings,All Year,,,,,12/17/2024 9:57:08 AM,Yes,378729,389120,53.39849,-2.321361,140,,378729,389120
1011333,Athletics,Standard Oval Outdoor,2009446,6,400,110,6,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,1995,No,Yes,2005,Yes,No,,Detailed Timings,All Year,,,,,5/14/2024 9:01:58 AM,Yes,558604,147142,51.20148,0.268848,141,,558604,147142
1011334,Athletics,Standard Oval Outdoor,2009447,8,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,1985,No,Yes,2022,Yes,Yes,2022,Detailed Timings,All Year,,,,,9/5/2024 8:50:08 AM,Yes,529082,171961,51.43196,-0.1444803,142,,529082,171961
1011335,Athletics,Standard Oval Outdoor,2009448,8,400,100,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,No,Yes,Yes,Synthetic,Yes,No,Yes,No,,1,0,,196,0,,0,0,197,Operational,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,,2000,No,No,,Yes,No,,Detailed Timings,All Year,,,,,4/29/2024 4:31:50 PM,Yes,423445,148333,51.2337,-1.665571,143,,423445,148333
1011337,Athletics,Standard Oval Outdoor,2009450,8,400,110,8,,,Yes,No,No,Yes,,,Synthetic,No,Yes,Yes,Yes,Yes,Synthetic,Yes,No,Yes,No,,1,0,,300,0,,0,0,301,Operational,,Abingdon School (Abingdon Sports and Leisure),,,Pay and Play,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,1996,Yes,Yes,2014,Yes,Yes,2015,Detailed Timings,All Year,,,,,6/5/2024 12:03:26 PM,Yes,449506,199257,51.6899,-1.285206,144,,449506,199257
1011338,Athletics,Standard Oval Outdoor,2009451,6,400,100,4,,,No,No,No,No,,,Grass,No,No,No,No,No,Cinder,No,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Private Use,Private,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,1966,No,No,,Yes,Yes,2007,Detailed Timings,All Year,,,,,5/13/2024 10:20:10 AM,Yes,439024,555972,54.89697,-1.393065,145,,439024,555972
1011340,Athletics,Standard Oval Outdoor,2009453,7,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,No,Yes,Yes,Synthetic,Yes,No,Yes,No,,1,0,,300,0,,0,0,301,Operational,,,,,Registered Membership use,Public Access,Sport Club,Others,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,1962,No,Yes,2011,Yes,Yes,2009,Detailed Timings,All Year,,,,,3/25/2024 8:32:39 AM,Yes,562976,179758,51.49328,0.346296,146,,562976,179758
1011342,Athletics,Standard Oval Outdoor,2009455,8,400,100,10,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,IFI Accredited,1988,No,Yes,2024,Yes,Yes,2009,Detailed Timings,All Year,,,,,12/11/2024 2:38:06 PM,Yes,432156,420018,53.67567,-1.5147,147,,432156,420018
1011343,Athletics,Standard Oval Outdoor,2009456,6,400,110,6,,,No,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,Community Organisation,Others,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,,1987,No,Yes,2007,Yes,No,,Dawn To Dusk,All Year,,,,,3/25/2024 8:34:20 AM,Yes,452198,164822,51.38006,-1.251357,148,,452198,164822
1011347,Athletics,Standard Oval Outdoor,2009460,8,400,100,10,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,Yes,No,,1,0,,100,0,,0,0,101,Operational,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Reception Area: Specially designed for wheelchair users,1987,No,No,,Yes,Yes,1999,Detailed Timings,All Year,,,,,4/25/2024 10:18:55 AM,Yes,390967,288075,52.49052,-2.134457,149,,390967,288075
1011348,Athletics,Standard Oval Outdoor,2009461,8,400,100,6,,,No,No,No,No,,,Grass,No,No,No,No,No,Cinder,No,No,No,No,,0,0,,0,0,,0,0,0,Temporarily Closed,Not in use.,,,,Private Use,Private,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,1950,No,Yes,2004,Yes,No,,Detailed Timings,All Year,,,,,5/21/2024 2:48:15 PM,Yes,452173,348463,53.03093,-1.223487,150,,452173,348463
1005843,Athletics,Standard Oval Outdoor,2009463,8,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,Yes,No,,1,0,,250,0,,0,0,251,Operational,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,1994,No,Yes,2019,Yes,Yes,2005,Detailed Timings,All Year,,,,,7/30/2024 2:42:38 PM,Yes,369991,312309,52.70762,-2.445588,151,,369991,312309
1011353,Athletics,Standard Oval Outdoor,2009466,6,400,100,6,,,No,No,No,No,,,Grass,No,No,No,No,No,Cinder,No,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,1997,No,No,,Yes,Yes,2009,Detailed Timings,All Year,,,,,2/26/2024 2:18:19 PM,Yes,445631,442588,53.87751,-1.307411,152,,445631,442588
1011354,Athletics,Standard Oval Outdoor,2009467,8,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,1974,No,Yes,2005,Yes,Yes,2006,Detailed Timings,All Year,,,,,8/29/2023 11:03:34 AM,Yes,422673,302420,52.61909,-1.666529,153,,422673,302420
1011357,Athletics,Standard Oval Outdoor,2009470,6,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,No,Synthetic,Yes,No,Yes,No,,1,0,,100,0,,0,0,101,Operational,,,,,Sports Club / Community Association,Public Access,Trust,Trust,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,1955,No,Yes,2018,Yes,Yes,2005,Detailed Timings,All Year,,,,,3/7/2024 9:22:33 AM,Yes,540953,174763,51.45431,0.02729728,154,,540953,174763
1011358,Athletics,Standard Oval Outdoor,2009471,6,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Pay and Play,Public Access,Local Authority (in house),Local Authority,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,"Finding/Reaching Entrance: Signposts, Doorways: Low Handles",1985,No,Yes,2017,No,No,,Detailed Timings,All Year,,,,,3/6/2024 1:29:44 PM,Yes,416078,185360,51.5669,-1.769408,155,,416078,185360
1011360,Athletics,Standard Oval Outdoor,2009473,8,400,110,8,,,Yes,Yes,Yes,Yes,,,Grass,Yes,Yes,Yes,Yes,Yes,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,Active Luton,,,Sports Club / Community Association,Public Access,Trust,Trust,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,1965,No,Yes,2010,Yes,Yes,2012,Detailed Timings,All Year,,,,,2/29/2024 1:02:34 PM,Yes,508616,219501,51.86354,-0.4240064,156,,508616,219501
1011361,Athletics,Standard Oval Outdoor,2009474,6,0,0,0,,,Yes,No,No,No,,,Grass,No,No,No,No,No,Synthetic,No,No,No,No,,0,0,,0,0,,0,0,0,Closed,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Known,,1938,No,Yes,1989,Yes,Yes,2011,Detailed Timings,All Year,,,11/1/2017 12:00:00 AM,Redevelopment - loss due to development project,11/13/2017 9:56:21 AM,No,510389,165676,51.37941,-0.4152105,157,,510389,165676
1011363,Athletics,Standard Oval Outdoor,2009476,6,400,100,8,,,No,No,No,Yes,,,Grass,Yes,Yes,No,Yes,No,Synthetic,Yes,No,No,No,,0,0,,0,0,,0,0,0,Operational,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,1982,No,Yes,2020,Yes,Yes,2014,Detailed Timings,All Year,,,,,7/18/2024 10:05:19 AM,Yes,457561,261465,52.24838,-1.158284,158,,457561,261465
